MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,stock_type,fetch_time
核心备件,84,4,90910,0,7.01,5.73,20260622,3.31,1.29,9.15,31.70,30.98,1.60,0.16,87.29,0.16,-1.41,-0.47,-3.47,-3.24,-10.03,-23.23,-26.55,-21.59,-49.28,-10.03,-11.43,-190.53,205.47,9021.00,20635.00,89848.00,58299.00,25262,45411,0.00,0.00,-0.78,214200.00,0.00,13.72,216.00,6686.06,25673.71,0.00,0.00,0,1,0,0,-3,8,6.44,14.54,6.06,22.50,0.00,0.62,-103.79,-33.86,-34.45,0.00,2.87,0,0,0,0,0,34541.42,21.42,-880.10,850.27,34051.09,9141.22,0.00,1529,0,0,0,0,20220517,20211117,20260430,20251231,20250408,20260115,0,002347.SZ,stock,2026-06-22 22:02:08
IP产品,77,3,100808,0,12.49,10.22,20260622,4.12,0.71,-4.86,109.50,104.45,0.95,0.11,477.20,0.35,1.85,-9.78,1.86,1.40,-13.54,-10.94,-6.55,63.28,101.04,-24.78,176.55,177.84,173.46,14496.00,71674.00,166880.00,159659.00,38315,73720,0.00,0.00,0.18,5318900.00,0.00,2199.51,18314.00,68466.66,224356.71,0.00,0.00,0,1,0,0,1,10,12.05,16.09,3.61,21.98,0.00,1.33,-195.41,-248.67,-253.58,0.00,27.52,0,0,0,0,0,65219.24,531.89,-1414.76,352.14,757.81,331.04,0.00,826,0,0,20260429,0,20200811,0,20260429,20260528,20260520,20260529,20251125,002348.SZ,stock,2026-06-22 22:02:08
中药制剂,89,1,10904,0,6.94,5.68,20260622,1.11,1.60,23.84,52.78,51.70,0.65,0.02,28.77,0.00,0.63,-0.63,-0.94,-1.85,-5.22,-8.77,-13.49,-5.08,-11.43,-9.93,-11.19,-220.31,-242.57,12333.00,13465.00,46036.00,38531.00,7094,14972,0.00,0.00,0.32,56300.00,0.00,2.85,45.00,3691.72,12340.72,0.00,0.00,0,1,0,0,1,0,6.39,8.36,6.08,19.80,0.00,0.39,20.03,23.92,23.52,1.43,1.87,0,0,0,0,0,53418.62,5.63,6382.35,1428.99,84882.49,1316.58,0.00,1462,0,0,20250415,0,20181203,20151203,20260430,20240318,20250407,20230808,0,002349.SZ,stock,2026-06-22 22:02:08
电气类产品,85,2,11010,0,16.37,13.39,20260622,3.43,0.82,48.31,78.53,76.82,0.74,0.09,103.68,-0.19,-2.69,-2.30,-5.17,1.05,-0.21,-9.44,-13.14,6.16,78.55,-14.52,117.09,-2693.29,-3347.95,8725.00,19713.00,77010.00,102782.00,20382,41824,0.00,0.00,1.48,755000.00,0.00,125.21,827.00,26532.44,85428.68,0.00,0.00,0,1,0,0,-3,7,15.22,18.35,6.39,24.00,0.00,0.86,-82.18,148.01,402.06,0.21,4.38,0,0,0,0,0,32606.98,75.50,-2384.33,1509.09,78345.96,4522.58,0.00,1251,0,20250828,0,0,20190114,0,20260429,20260528,20250407,20260313,0,002350.SZ,stock,2026-06-22 22:02:08
耳机,100,1,10913,0,11.00,9.00,20260622,1.80,0.97,-36.23,88.29,51.74,2.46,0.11,177.65,0.71,-0.70,-0.40,-2.05,-3.40,-9.15,-9.90,-11.18,-3.31,-16.27,-10.94,-21.37,-1325.03,-32.11,6636.00,12343.00,44216.00,41389.00,9483,20602,0.00,0.00,-0.40,722100.00,0.00,33.47,335.00,5754.58,22845.91,0.00,0.00,0,1,0,0,-3,0,10.08,14.79,9.67,33.50,0.00,0.43,21.59,20.63,20.63,1.99,2.87,0,0,0,0,0,40703.92,72.21,9527.63,3574.43,65378.78,5137.29,0.00,2665,0,20240207,0,0,20210127,0,20260424,20241211,20250407,20230524,0,002351.SZ,stock,2026-06-22 22:02:08
"速运及大件分部:其他,速运及大件分部:时效快递",100,11,40909,0,34.71,28.40,20260622,0.56,0.84,-67.28,1529.10,1519.73,1.08,0.03,800.84,0.00,0.98,-2.02,-0.80,-7.28,-8.61,-9.36,-14.52,-8.58,-15.91,-8.84,-34.73,5570.36,1677.49,18068.00,33883.00,109056.00,109923.00,53969,112905,0.00,0.00,0.00,3360100.00,0.00,236.87,737.00,82401.93,223432.58,0.00,0.00,0,1,0,0,1,0,32.33,49.80,30.90,32.00,0.00,-0.02,16.60,14.94,14.56,2.67,1.60,0,0,0,0,0,230809.19,336.01,231734.09,53613.00,1699229.80,203861.40,4014.10,158761,0,20250429,0,0,20220810,20211119,20260429,20210210,20210409,20210409,0,002352.SZ,stock,2026-06-22 22:02:08
高端装备制造,95,12,80808,0,180.64,147.80,20260622,2.48,0.82,46.67,1778.03,1200.06,0.80,0.05,2086.71,0.01,5.75,4.17,3.37,19.84,15.26,31.01,19.21,86.53,147.63,24.31,391.12,16068.61,6845.34,5714.00,5926.00,65608.00,57113.00,85288,186384,0.00,0.00,-0.13,36574200.00,300.00,2858.33,1781.00,318969.04,838807.65,0.00,0.00,0,1,0,0,3,7,160.58,175.50,32.82,59.50,0.00,1.13,75.56,62.73,59.98,0.52,7.57,0,0,0,0,0,57450.48,3657.42,58023.99,8849.10,793034.75,171283.49,0.00,7722,0,20250424,0,0,20230116,20220715,20260417,20260604,20250407,20260311,0,002353.SZ,stock,2026-06-22 22:02:08
数据流量业务,72,2,80610,0,8.50,6.96,20260622,17.76,0.66,0.00,140.64,138.18,0.08,0.03,221.00,1.89,9.96,9.96,-3.17,13.03,27.63,25.74,33.86,57.11,33.44,18.88,35.57,-67307.29,29734.80,211182.00,0.00,4316291.00,169204.00,139415,260455,11498.72,0.05,4.79,148324704.00,4800.00,6053.62,84666.00,277130.19,721303.86,8774.48,0.00,0,2,2,2,2,8,7.60,8.87,5.36,12.33,0.00,0.35,116.27,-261.81,-536.23,0.00,10.23,0,0,0,0,0,162569.37,14832.47,3074.96,1127.86,57052.57,6693.10,0.00,1248,0,0,0,0,20250704,20171212,20260429,20260618,20260611,20260618,0,002354.SZ,stock,2026-06-22 22:02:08
钢制车轮,72,1,90913,0,5.16,4.22,20260622,4.21,1.21,24.61,30.95,28.62,1.19,0.12,99.13,0.00,-1.28,-2.49,-2.83,-2.94,-11.30,-25.45,-30.69,-29.96,-23.60,-15.66,-35.87,-518.75,-585.89,11853.00,15350.00,106265.00,90081.00,19136,33452,0.00,0.00,-0.43,159200.00,0.00,47.66,997.00,9795.71,28963.75,0.00,0.00,0,1,0,0,-3,8,4.80,8.30,4.42,14.50,0.00,0.98,-4.63,-9.66,-5.00,0.00,3.78,0,0,0,0,0,53202.84,15.92,-4482.74,150.33,9546.03,3315.79,0.00,1392,0,0,20250730,0,20230222,20180424,20260429,20260506,20250715,20260205,0,002355.SZ,stock,2026-06-22 22:02:08
"服饰,液化天然气",72,0,130701,0,3.34,2.74,20260622,2.09,0.81,30.04,39.86,39.86,1.48,0.08,56.57,0.00,0.00,-2.88,-3.99,-4.70,-4.70,1.67,-13.14,-15.32,-23.23,2.01,0.66,-316.32,-267.73,40872.00,46522.00,203120.00,130828.00,8049,17664,0.00,0.00,-0.66,775500.00,0.00,19.50,623.00,8025.40,25417.24,0.00,0.00,0,1,0,0,0,12,3.13,4.90,2.88,36.50,0.00,0.36,-132.86,103.84,109.16,0.00,6.65,0,0,0,0,0,104133.10,77.55,-789.57,0.00,33790.82,479.08,0.00,366,0,0,0,0,20170925,20140922,20260429,20260601,20250407,20260302,0,002356.SZ,stock,2026-06-22 22:02:08
客运收入,100,3,130108,0,11.11,9.09,20260622,3.40,1.22,51.85,30.85,30.85,0.87,0.09,75.87,0.00,-2.57,4.34,-1.02,4.79,-5.75,-10.63,-20.38,-26.24,-7.78,-4.09,17.85,-1226.23,-175.33,5236.00,10110.00,47746.00,60454.00,14806,28900,0.00,0.00,0.00,483800.00,0.00,25.93,269.00,13031.59,29517.74,0.00,0.00,0,1,0,0,-1,4,9.77,16.54,8.13,14.97,0.00,0.97,11.77,18.48,18.55,0.50,1.74,0,0,0,0,0,21974.46,48.38,4328.19,44.96,15929.06,221.82,0.00,2205,0,0,0,0,20130218,0,20260429,20260304,20260403,20260402,20260326,002357.SZ,stock,2026-06-22 22:02:08
输变电产品,95,1,70110,0,6.41,5.25,20260622,2.34,1.04,-45.61,55.79,55.79,1.27,0.08,127.26,0.00,2.92,-3.16,-2.90,2.39,-3.85,-10.58,-20.74,-18.70,10.70,-6.25,20.00,640.37,682.10,14943.00,36545.00,120843.00,110866.00,18015,35803,0.00,0.00,-0.34,622300.00,0.00,24.68,412.00,10741.01,36762.77,0.00,0.00,0,1,0,0,1,5,6.00,9.50,4.75,26.00,0.00,0.95,26.21,62.00,55.03,0.34,1.66,0,0,0,0,0,72997.15,62.23,5584.54,2695.20,8464.79,1349.07,0.00,14873,0,0,0,0,20170823,20160822,20260429,20260224,20250407,20260121,0,002358.SZ,stock,2026-06-22 22:02:08
工程爆破,1,2,11012,0,5.60,5.06,20260622,3.67,1.64,17.77,20.53,16.63,0.84,0.07,46.25,1.16,-4.13,0.38,-2.93,-6.75,-13.39,-16.91,-17.85,-14.41,5.57,-15.68,-0.77,288.78,-1174.23,3805.00,9045.00,23658.00,50203.00,2560,4720,0.00,0.00,-2.06,589300.00,0.00,7.76,147.00,3984.27,14904.38,0.00,0.00,0,1,0,0,-1,4,5.34,6.99,4.54,23.98,0.00,0.51,-46.24,-1.96,-1.92,0.00,2.23,0,0,0,0,0,30550.53,58.93,-1203.31,231.44,7650.49,1505.49,0.00,1534,0,0,0,0,20170306,20140304,20260428,20260518,20260429,20250723,0,002360.SZ,stock,2026-06-22 22:02:08
户外型树脂,85,2,11010,0,16.68,13.64,20260622,17.78,0.77,36.01,140.28,119.33,1.82,0.77,3094.76,1.35,-2.70,-2.94,-2.80,-6.28,-12.26,-15.03,-32.65,35.32,2.86,-3.15,151.70,-17783.44,-17800.29,45046.00,116476.00,397073.00,495259.00,226695,394030,0.00,0.00,-1.06,13305000.00,200.00,1874.85,12222.00,220308.35,718441.06,0.00,0.00,0,1,0,0,-3,24,15.51,23.95,5.66,17.00,0.00,0.32,-665.73,1084.18,-3757.36,0.00,6.40,0,0,0,0,0,69971.50,1330.50,-1092.33,2255.35,57563.51,6031.48,0.00,1209,0,0,0,0,20220512,20211112,20260428,20260608,20260303,20260615,0,002361.SZ,stock,2026-06-22 22:02:08
笔智能交互,85,1,50909,0,18.81,15.39,20260622,6.71,1.03,-25.55,42.90,36.43,1.35,0.24,243.94,0.60,2.63,-7.62,-0.70,-4.62,7.94,-1.68,-9.16,-1.79,-18.90,6.11,-18.75,-1618.22,759.43,5581.00,16095.00,88183.00,55333.00,23085,48254,0.00,0.00,-1.75,2158800.00,0.00,80.37,438.00,27273.95,68464.07,0.00,0.00,0,1,0,0,1,3,18.09,28.57,15.72,41.90,0.00,0.64,-25.38,-21.33,-18.63,0.00,4.73,0,0,0,0,0,16443.78,215.88,-4278.32,6908.84,47794.57,7396.26,0.00,2327,0,0,0,0,20210720,20210120,20260428,20260609,20250407,20260609,0,002362.SZ,stock,2026-06-22 22:02:08
制动盘,95,2,10101,0,7.18,5.88,20260622,1.89,1.36,-29.79,27.22,27.15,1.04,0.07,44.27,0.00,0.00,-0.61,-2.81,-3.26,-7.11,-15.85,-23.45,-12.35,-34.83,-6.71,-8.93,372.47,202.91,4682.00,6232.00,47958.00,38525.00,10152,21085,0.00,0.00,0.00,30000.00,0.00,13.27,202.00,3820.87,12959.48,0.00,0.00,0,1,0,0,0,4,6.63,11.26,6.21,18.00,0.00,0.75,38.82,40.65,41.43,1.23,1.25,0,0,0,0,0,23998.67,3.00,1567.65,1298.18,103800.74,3511.71,0.00,2337,0,0,0,0,20181130,20171130,20260429,20260410,20251229,20251230,0,002363.SZ,stock,2026-06-22 22:02:08
数据中心电源,86,1,100808,0,59.47,48.65,20260622,9.15,1.26,60.38,299.42,296.52,1.11,0.36,3500.75,-0.23,-1.72,4.17,-0.48,14.45,0.53,2.18,17.90,83.42,101.32,-5.03,252.97,-25925.30,-707.84,15372.00,24336.00,171872.00,158103.00,144784,264545,0.00,0.00,0.02,16166899.00,100.00,1120.34,2167.00,202180.31,668934.50,0.00,0.00,0,5,1,0,-1,18,52.46,59.97,13.89,22.35,0.00,1.63,300.20,241.53,232.96,0.18,11.97,0,0,0,0,0,33021.51,1616.69,2196.89,4293.33,59561.85,29518.11,0.00,2073,0,20250412,0,0,20190925,20160920,20260428,20260615,20260303,20260513,0,002364.SZ,stock,2026-06-22 22:02:08
牛磺酸,100,2,70909,0,11.74,9.60,20260622,7.05,2.57,-28.71,33.21,27.64,1.04,0.17,157.44,-0.82,5.62,-0.65,-2.45,2.36,-0.70,-7.55,-19.04,-11.12,-23.95,-3.34,-59.85,2070.87,754.92,6747.00,16587.00,96153.00,62952.00,28270,56509,0.00,0.00,1.03,533600.00,0.00,16.95,158.00,6440.34,34610.16,0.00,0.00,0,1,0,0,1,2,10.91,31.94,10.61,31.00,0.00,0.49,107.32,139.79,90.88,0.92,1.66,0,0,0,0,0,22152.45,53.36,725.09,862.22,25321.38,2515.75,0.00,912,0,20240430,0,0,20200212,0,20260430,20250623,20250715,20250721,0,002365.SZ,stock,2026-06-22 22:02:08
"反应堆一回路主管道,锻造产品",72,0,90910,0,6.55,5.36,20260622,2.31,1.16,-16.73,122.78,109.17,1.46,0.10,350.52,0.00,-0.84,-2.62,-2.08,-1.50,-6.05,-17.02,-22.06,-20.27,-21.44,-14.49,-28.05,94.28,-1260.36,40358.00,48492.00,232280.00,150813.00,27479,53695,0.00,0.00,-0.67,578600.00,0.00,232.18,3800.00,20566.00,67773.38,0.00,0.00,0,1,0,0,-3,4,6.07,10.18,5.71,15.00,0.00,0.90,304.15,-152.60,-166.96,0.00,2.64,0,0,0,0,0,128850.37,57.86,147.18,771.07,80972.11,7507.67,0.00,1654,0,0,0,0,20260113,20150821,20260425,20260108,20250530,20251014,0,002366.SZ,stock,2026-06-22 22:02:08
电梯,85,2,90908,0,5.98,4.90,20260622,4.45,3.11,0.00,47.71,47.52,0.05,0.01,8.25,0.18,9.93,3.62,0.19,12.41,5.84,0.67,-1.32,-13.96,-24.40,5.28,-10.61,3799.35,3711.07,45934.00,0.00,1061094.00,88619.00,17347,32876,1723.68,0.08,0.00,273100.00,0.00,33.39,636.00,14844.07,39054.49,0.00,0.00,0,1,1,1,3,0,5.45,8.43,5.17,27.10,0.00,0.48,32.40,13.14,14.57,2.76,1.31,0,0,0,0,0,41870.44,27.31,2967.90,3357.11,84094.41,121851.26,0.00,4700,0,0,0,0,20170821,20160819,20260425,20240506,20250407,20220809,0,002367.SZ,stock,2026-06-22 22:02:08
"自主软件产品,行业解决方案",41,3,90913,0,18.74,15.34,20260622,2.75,1.28,-92.02,108.32,107.79,1.34,0.12,362.37,0.00,2.00,0.47,-0.41,9.18,9.86,7.75,-1.31,-8.53,-29.03,13.08,-22.07,2890.58,-942.62,5925.00,19095.00,73995.00,76379.00,21527,47425,0.00,0.00,0.06,1178200.00,0.00,142.12,836.00,21442.13,76037.79,0.00,0.00,0,1,0,0,2,0,16.93,31.25,15.02,29.00,0.00,1.00,-22.63,-13.92,-12.00,0.00,2.72,0,0,0,0,0,40760.31,117.82,-12242.79,3225.31,116262.11,184925.32,0.00,4021,0,0,0,0,20170919,20131227,20260430,20250219,20260430,20260430,0,002368.SZ,stock,2026-06-22 22:02:08
网络通讯终端类,57,1,10909,0,6.58,5.38,20260622,3.41,1.29,9.54,33.39,33.35,1.31,0.09,32.51,0.00,-1.51,-0.66,-1.63,-0.34,-7.10,-15.86,-21.68,-12.35,-31.75,-7.68,-37.80,8.72,-89.64,9342.00,19576.00,107132.00,95987.00,22889,44169,0.00,0.00,0.00,44300.00,0.00,24.67,414.00,7389.62,28545.23,0.00,0.00,0,1,0,0,-3,2,6.01,12.37,5.65,22.58,0.00,1.01,-40.33,-13.12,-13.73,0.00,17.85,0,0,0,0,0,56620.35,4.43,-2785.41,845.43,28642.50,951.81,0.00,3923,0,0,0,0,20200317,20170317,20260428,20251120,20250408,20250822,0,002369.SZ,stock,2026-06-22 22:02:08
"非抗生素类制剂,抗生素类制剂",52,1,10901,0,5.53,4.53,20260622,3.33,1.68,-48.82,36.69,36.69,1.25,0.10,113.01,0.00,-2.19,-1.76,-0.58,-5.92,-12.92,-19.61,-26.35,-15.46,-32.69,-17.73,28.80,196.43,-1239.90,10652.00,31182.00,110485.00,125616.00,22518,41629,0.00,0.00,0.00,163000.00,0.00,2.66,52.00,8120.42,26167.69,0.00,0.00,0,1,0,0,-4,13,5.09,9.41,3.55,16.00,0.00,0.34,-354.46,38.94,36.94,0.00,3.28,0,0,0,0,0,63672.20,16.30,-436.86,329.19,58646.19,1415.55,0.00,511,0,0,0,0,20190919,20160919,20260425,20260330,20250407,20251104,20250929,002370.SZ,stock,2026-06-22 22:02:08
电子工艺装备,87,11,80808,0,793.14,648.94,20260622,1.48,0.92,-88.46,5400.00,5395.69,0.80,0.05,6837.50,1.37,3.32,2.39,4.77,11.66,23.47,11.36,37.76,67.64,62.28,18.27,142.40,-19113.68,-7247.28,2590.00,5833.00,41508.00,39795.00,69272,178754,0.00,0.00,2.63,70742096.00,800.00,6147.43,872.00,752852.79,2322972.67,0.00,0.00,0,1,0,0,3,1,704.91,758.00,305.24,33.00,0.00,1.20,82.58,94.65,93.73,0.11,13.74,0,0,0,0,0,39006.93,7074.21,162667.81,140243.62,1800741.68,420252.19,0.00,21101,0,0,20251122,0,20240301,20211104,20260430,20250924,20221011,20250924,0,002371.SZ,stock,2026-06-22 22:02:08
PPR系列产品,100,6,40113,0,9.50,7.78,20260622,0.69,0.80,-44.91,137.39,126.94,0.71,0.03,43.93,0.00,-0.12,-0.69,-0.46,-8.20,-8.68,-12.56,-17.74,-14.30,-14.39,-13.96,-14.56,-389.38,-521.19,5990.00,14018.00,50296.00,47199.00,11188,22718,0.00,0.00,0.46,956500.00,0.00,2.79,32.00,4941.51,20352.59,0.00,0.00,0,1,0,0,-5,0,8.77,12.37,8.39,17.97,0.00,0.27,28.75,18.57,18.42,5.14,2.75,0,0,0,0,0,60099.56,95.65,8760.54,2808.40,160623.16,46323.06,0.00,4594,0,20231030,0,0,20231228,0,20260428,20240927,20210415,20240826,0,002372.SZ,stock,2026-06-22 22:02:08
产品销售,87,3,70901,0,8.54,6.98,20260622,2.12,1.25,-19.93,122.62,106.90,1.20,0.07,233.50,-0.50,0.00,1.84,-0.26,4.86,1.57,-8.92,-16.11,-17.01,-33.79,-3.12,-12.32,-738.49,59.43,13161.00,30509.00,126103.00,111059.00,33113,58292,0.00,0.00,0.77,1442000.00,0.00,264.44,3399.00,30184.50,66624.57,0.00,0.00,0,1,0,0,0,0,7.67,13.79,7.19,28.00,0.00,0.93,820.61,45.68,239.52,0.67,1.06,0,0,0,0,0,100131.80,144.20,-4029.81,26775.39,277632.33,108854.96,0.00,6020,0,20260618,0,0,20220112,20200820,20260428,20241021,20260428,20260428,0,002373.SZ,stock,2026-06-22 22:02:08
防伪瓶盖,52,0,11310,0,3.48,2.84,20260622,3.11,1.68,26.59,34.73,34.73,1.37,0.11,86.05,0.00,1.27,0.96,-1.88,-0.31,-6.70,-13.04,0.31,3.23,-11.11,-3.91,8.84,-853.76,336.52,30626.00,63647.00,161258.00,191905.00,14537,32907,0.00,0.00,0.00,137100.00,0.00,250.59,7831.00,6900.37,23403.32,0.00,0.00,0,1,0,0,2,10,3.17,4.63,2.61,23.80,0.00,0.33,-7.18,-13.43,-10.58,0.00,6.49,0,0,0,0,0,88148.81,13.71,-12292.04,5.49,8231.79,800.20,0.00,1219,0,20240725,0,0,20220513,20201029,20260430,20260518,20250407,20260518,0,002374.SZ,stock,2026-06-22 22:02:08
建筑装饰工程,100,2,101412,0,3.96,3.24,20260622,1.55,1.16,21.88,47.97,47.45,0.57,0.04,39.31,0.56,-0.56,-1.64,-1.08,-6.28,-11.39,-19.37,-16.55,-3.24,-5.54,-13.31,-3.77,291.30,88.65,22326.00,13884.00,107407.00,190263.00,15424,27375,0.00,0.00,-0.56,488000.00,0.00,26.06,714.00,5439.34,19425.22,0.00,0.00,0,1,0,0,-5,2,3.66,5.08,3.45,31.86,0.00,0.68,18.26,14.62,14.67,3.56,0.58,0,0,0,0,0,61670.57,48.80,6337.94,4527.58,212056.91,31466.96,0.00,3992,0,20240207,0,0,20150427,20140425,20260428,20260519,20250407,20231009,0,002375.SZ,stock,2026-06-22 22:02:08
"打印扫描产品,智能自助终端",100,0,10901,0,6.66,5.45,20260622,1.61,1.41,-30.24,49.12,47.70,0.96,0.05,60.60,0.00,0.17,-0.33,-2.10,-0.98,-6.04,-10.22,-16.06,-5.75,-19.42,-7.34,-19.31,-189.55,-99.58,9130.00,12768.00,64239.00,46784.00,14530,26691,0.00,0.00,0.33,168100.00,0.00,8.32,137.00,5378.92,17895.72,0.00,0.00,0,1,0,0,1,0,6.11,8.67,5.78,22.58,0.00,0.76,130.76,65.11,61.46,3.24,1.29,0,0,0,0,0,56157.12,16.81,608.13,9025.84,78800.10,15976.36,0.00,4572,0,20240207,0,0,20190701,20180410,20260424,20250612,20250407,20250613,0,002376.SZ,stock,2026-06-22 22:02:08
道路石油沥青,59,3,10110,0,2.97,2.43,20260622,3.04,0.92,-77.76,24.65,23.47,0.55,0.04,35.59,0.00,-0.37,2.27,-3.30,-3.93,-5.94,-15.40,-26.50,-15.94,-5.94,-6.27,-6.92,-676.12,499.07,15307.00,64177.00,159183.00,141264.00,17452,30803,0.00,0.00,-0.74,167500.00,0.00,21.12,803.00,7723.54,21268.44,0.00,0.00,0,1,0,0,-1,2,2.71,3.91,2.55,19.80,0.00,0.54,90.24,125.26,109.39,0.00,6.20,0,0,0,0,0,69872.80,16.75,662.65,703.02,8709.50,11852.01,0.00,159,0,20260429,0,0,20201023,20171023,20260429,20250807,20250407,20241023,0,002377.SZ,stock,2026-06-22 22:02:08
"硬质合金,碳化钨粉",88,6,61012,0,40.82,33.40,20260622,12.83,0.98,-71.07,486.81,484.26,0.76,0.48,4392.96,0.00,9.19,6.39,-7.92,16.97,36.48,39.49,20.66,27.30,185.76,40.07,406.51,20299.06,11329.17,40782.00,59757.00,668252.00,675604.00,297969,597239,0.00,0.00,1.05,74250000.00,900.00,4210.50,12362.00,502529.23,1550596.71,0.00,0.00,0,1,0,0,2,11,37.56,48.42,7.64,13.00,0.00,1.12,31.92,153.51,70.86,0.32,17.90,0,0,0,0,0,51358.72,7425.00,37843.55,9335.71,112071.60,134687.94,0.00,3990,0,0,0,0,20230815,20141112,20260428,20260611,20260313,20260617,0,002378.SZ,stock,2026-06-22 22:02:08
液态铝,86,5,90110,0,18.39,15.05,20260622,3.99,1.13,-48.80,2262.20,197.27,0.93,0.10,458.30,0.18,3.83,-1.70,1.13,-1.20,-6.81,-17.09,-26.69,-29.72,-26.66,-18.34,53.62,2163.21,-6422.11,8207.00,11987.00,209067.00,121732.00,83916,141663,0.00,0.00,0.78,1366500.00,0.00,268.80,1594.00,59146.60,191403.98,0.00,0.00,0,1,0,0,1,0,17.04,33.19,10.71,33.00,0.00,0.69,8.37,12.20,11.06,1.50,4.33,0,0,0,0,0,87527.71,136.65,679585.48,7657.58,1621526.73,153545.64,0.00,36178,0,0,0,0,20240226,20260113,20260425,20250108,20260319,20260319,20241223,002379.SZ,stock,2026-06-22 22:02:08
工业自动化,89,4,100808,0,42.33,34.63,20260622,8.76,1.51,-0.58,91.77,54.38,0.83,0.19,342.63,-0.15,-0.62,2.48,0.45,3.24,-0.44,-24.51,6.19,23.63,41.63,-3.54,66.19,-3875.11,727.00,3177.00,7393.00,52498.00,52200.00,41765,84912,0.00,0.00,0.31,4091600.00,0.00,135.56,356.00,53068.99,124295.56,0.00,0.00,0,1,0,0,-1,4,37.81,51.06,22.19,39.00,0.00,0.85,30.09,66.49,59.87,0.52,3.77,0,0,0,0,0,11156.99,409.16,7147.37,4938.06,41294.83,57422.62,0.00,1905,0,0,0,0,20170419,20160419,20260415,20260408,20260529,20260525,0,002380.SZ,stock,2026-06-22 22:02:08
输送带,95,1,10413,0,5.89,4.82,20260622,1.57,1.02,-47.63,22.23,17.30,1.08,0.05,21.71,1.70,0.93,-0.56,-3.58,-3.91,-5.42,-12.48,-18.56,-9.39,-16.80,-6.25,-16.80,-72.26,100.19,3222.00,7865.00,31793.00,26435.00,6160,13440,0.00,0.00,0.56,221700.00,0.00,12.76,238.00,2347.94,8573.26,0.00,0.00,0,1,0,0,1,0,5.46,7.36,5.19,32.00,0.00,0.44,32.34,33.72,38.85,1.87,1.03,0,0,0,0,0,24150.80,22.17,1539.92,1649.14,46346.60,13371.71,933.61,2667,0,0,0,0,20190211,20160204,20260428,20241216,20250407,20210429,0,002381.SZ,stock,2026-06-22 22:02:08
"心脑血管产品,健康防护产品",83,0,90110,0,6.16,5.04,20260622,2.74,1.56,-11.51,54.01,53.48,0.80,0.06,49.85,0.73,-4.29,2.56,-0.55,-6.62,-12.13,-22.20,-24.29,-29.01,-4.29,-16.25,-0.55,-764.10,-1309.14,15629.00,21265.00,93004.00,117106.00,26880,47060,0.00,0.00,-1.07,582300.00,0.00,41.77,765.00,10993.71,34745.40,0.00,0.00,0,1,0,0,-1,3,5.50,8.91,5.17,35.00,0.00,0.05,1402.48,-7.43,-6.71,0.00,0.78,0,0,0,0,0,76301.11,58.23,-949.68,5949.62,158265.27,10009.02,18866.23,8962,0,20240222,0,0,20210629,20180910,20260429,20260313,20250407,20220429,0,002382.SZ,stock,2026-06-22 22:02:08
卫星导航系统技术及设备,47,0,70110,0,7.80,6.38,20260622,2.21,1.61,-15.80,52.79,52.79,1.02,0.08,65.17,0.00,0.56,-1.25,-2.58,-2.59,-9.06,-17.29,-26.72,-22.59,-43.37,-8.24,-31.31,369.39,212.15,10098.00,13578.00,112780.00,80233.00,21920,44655,0.00,0.00,0.00,214800.00,0.00,13.01,182.00,6823.96,25006.93,0.00,0.00,0,1,0,0,1,3,7.23,15.47,6.77,37.00,0.00,0.89,3118.37,-33.18,-32.71,0.00,3.52,0,0,0,0,0,42688.05,21.48,-126.44,1870.75,63561.09,11231.78,0.00,1574,0,0,0,0,20211115,20160927,20260423,20260106,20260113,20260312,0,002383.SZ,stock,2026-06-22 22:02:08
